Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
321,Li3Mg2Sb0.99O6Mn0.01,Li3Mg2Sb0.99O6,Mn4+,0.01,,,298,666,,,68.1,,,477,477,,,432900,666,https://doi.org/10.1016/j.jallcom.2018.09.162,,,Journal of Alloys and Compounds,2019
322,Li3Mg2Sb0.985O6Mn0.015,Li3Mg2Sb0.985O6,Mn4+,0.015,,,298,666,,,,,,477,477,,,403700,666,https://doi.org/10.1016/j.jallcom.2018.09.162,,,Journal of Alloys and Compounds,2019
323,Li3Mg2Sb0.98O6Mn0.02,Li3Mg2Sb0.98O6,Mn4+,0.02,,,298,666,,,,,,477,477,,,378800,666,https://doi.org/10.1016/j.jallcom.2018.09.162,,,Journal of Alloys and Compounds,2019
324,Li3Mg2Sb0.975O6Mn0.025,Li3Mg2Sb0.975O6,Mn4+,0.025,,,298,666,,,,,,477,477,,,342600,666,https://doi.org/10.1016/j.jallcom.2018.09.162,,,Journal of Alloys and Compounds,2019
325,Li3Mg2Sb0.97O6Mn0.03,Li3Mg2Sb0.97O6,Mn4+,0.03,,,298,666,,,,,,477,477,,,325100,666,https://doi.org/10.1016/j.jallcom.2018.09.162,,,Journal of Alloys and Compounds,2019
326,Li3Mg2Sb0.965O6Mn0.035,Li3Mg2Sb0.965O6,Mn4+,0.035,,,298,666,,,,,,477,477,,,319000,666,https://doi.org/10.1016/j.jallcom.2018.09.162,,,Journal of Alloys and Compounds,2019
327,Li3Mg2Sb0.96O6Mn0.04,Li3Mg2Sb0.96O6,Mn4+,0.04,,,298,666,,,,,,477,477,,,284500,666,https://doi.org/10.1016/j.jallcom.2018.09.162,,,Journal of Alloys and Compounds,2019
328,LiGaGe2O6Mn0.006,LiGaGe2O6,Mn2+,0.006,,,298,669,0.72,0.27,15,,,289,289,,,68500,669,https://doi.org/10.1016/j.jallcom.2015.07.080,mp-1020030, icsd-185705 icsd-185703 icsd-185704,Journal of Alloys and Compounds,2015
329,BaGe3.99O9Mn0.01,BaGe3.99O9,Mn4+,0.01,,,298,669,,,,,,440,440,,,1689000,669,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
330,BaGe3.98O9Mn0.02,BaGe3.98O9,Mn4+,0.02,,,298,669,0.71,0.28,50,,458,440,440,,,1681000,669,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
331,BaGe3.96O9Mn0.04,BaGe3.96O9,Mn4+,0.04,,,298,669,,,,,,440,440,,,1660000,669,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
332,BaGe3.94O9Mn0.06,BaGe3.94O9,Mn4+,0.06,,,298,669,,,,,,440,440,,,1640000,669,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
333,BaGe3.92O9Mn0.08,BaGe3.92O9,Mn4+,0.08,,,298,669,,,,,,440,440,,,1459000,669,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
334,BaGe3.88O9Mn0.12,BaGe3.88O9,Mn4+,0.12,,,298,669,,,,,,440,440,,,1060000,669,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
335,Lu3Al4.998O12Mg0.001Mn0.001,Lu3Al4.998O12Mg0.001,Mn4+,0.001,,,298,670,0.712,0.287,,,,326,326,462,,1296000,670,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,Journal of Materials Chemistry C,2017
336,Lu3Al4.994O12Mg0.003Mn0.003,Lu3Al4.994O12Mg0.003,Mn4+,0.003,,,298,670,0.713,0.286,72.41,41.39,,326,326,462,,1242000,670,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,Journal of Materials Chemistry C,2017
337,Lu3Al4.994O12Mg0.003Mn0.003,Lu3Al4.994O12Mg0.003,Mn4+,0.003,,,298,670,,,26.33,5.56,,465,,,,,,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,Journal of Materials Chemistry C,2017
338,Lu3Al4.986O12Mg0.007Mn0.007,Lu3Al4.986O12Mg0.007,Mn4+,0.007,,,298,670,0.712,0.287,,,,326,326,462,,1064000,670,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,Journal of Materials Chemistry C,2017
339,Lu3Al4.98O12Mg0.01Mn0.01,Lu3Al4.98O12Mg0.01,Mn4+,0.01,,,298,670,0.714,0.285,,,,326,326,462,,1010000,670,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,Journal of Materials Chemistry C,2017
340,Lu3Al4.97O12Mg0.015Mn0.015,Lu3Al4.97O12Mg0.015,Mn4+,0.015,,,298,670,0.706,0.292,,,,326,326,462,,79000,670,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,Journal of Materials Chemistry C,2017
341,Lu3Al4.96O12Mg0.02Mn0.02,Lu3Al4.96O12Mg0.02,Mn4+,0.02,,,298,670,0.703,0.295,,,,326,326,462,,73000,670,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,Journal of Materials Chemistry C,2017
342,Sr4LiAl11N14Eu0.004,Sr4LiAl11N14,Eu2+,0.004,,,298,670,0.535,0.519,,,,460,460,310,,,670,https://doi.org/10.1021/acs.chemmater.6b04519,,,Chemistry of Materials,2017
343,Li2Mg3SnO6Mn0.002,Li2Mg3SnO6,Mn4+,0.002,,,298,670,,,,,,330,330,,,309520,670,https://doi.org/10.1016/j.materresbull.2016.11.031,,,Materials Research Bulletin,2017
344,Li2Mg3SnO6Mn0.004,Li2Mg3SnO6,Mn4+,0.004,,,298,670,0.7238,0.2762,36.3,,,330,330,480,,266670,670,https://doi.org/10.1016/j.materresbull.2016.11.031,,,Materials Research Bulletin,2017
345,Li2Mg3SnO6Mn0.006,Li2Mg3SnO6,Mn4+,0.006,,,298,670,,,,,,330,330,,,195230,670,https://doi.org/10.1016/j.materresbull.2016.11.031,,,Materials Research Bulletin,2017
346,Li2Mg3SnO6Mn0.008,Li2Mg3SnO6,Mn4+,0.008,,,298,670,,,,,,330,330,,,183910,670,https://doi.org/10.1016/j.materresbull.2016.11.031,,,Materials Research Bulletin,2017
347,Li2Mg3SnO6Mn0.01,Li2Mg3SnO6,Mn4+,0.01,,,298,670,,,,,,330,330,,,159780,670,https://doi.org/10.1016/j.materresbull.2016.11.031,,,Materials Research Bulletin,2017
348,SrGe3.99O9Mn0.01,SrGe3.99O9,Mn4+,0.01,,,298,670,,,,,,430,430,,,1018000,670,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
349,SrGe3.98O9Mn0.02,SrGe3.98O9,Mn4+,0.02,,,298,670,0.71,0.29,46,,363,430,430,,,997000,670,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
350,SrGe3.96O9Mn0.04,SrGe3.96O9,Mn4+,0.04,,,298,670,,,,,,430,430,,,989000,670,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
351,SrGe3.92O9Mn0.08,SrGe3.92O9,Mn4+,0.08,,,298,670,,,,,,430,430,,,912000,670,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
352,SrGe3.88O9Mn0.12,SrGe3.88O9,Mn4+,0.12,,,298,670,,,,,,430,430,,,872000,670,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
353,SrGe3.84O9Mn0.16,SrGe3.84O9,Mn4+,0.16,,,298,670,,,,,,430,430,,,863000,670,https://doi.org/10.1039/C6TC01813K,mp-9380, icsd-82393,Journal of Materials Chemistry C,2016
354,Li2MgZr0.996O4Mn0.004,Li2MgZr0.996O4,Mn4+,0.004,,,298,670,0.7222,0.2778,32.3,,458,335,335,,,251470,670,https://doi.org/10.1016/j.jlumin.2017.05.002,mp-1222626,,Journal of Luminescence,2017
355,LiAlGe2O6Mn0.006,LiAlGe2O6,Mn2+,0.006,,,298,671,0.72,0.27,32,,,289,289,,,1550000,671,https://doi.org/10.1016/j.jallcom.2015.07.080,mp-1020030, icsd-185705 icsd-185703 icsd-185704,Journal of Alloys and Compounds,2015
356,Mg3P2O8Eu0.04Mn0.09,Mg3P2O8,Eu2+,0.04,Mn2+,0.09,298,671,0.405,0.21,,58.57,,378,,,,297,427,https://doi.org/10.1002/ejic.201500236,"mp-14396,mp-560623,mp-554171", icsd-261231 icsd-31005 icsd-9849 icsd-84710,European Journal of Inorganic Chemistry,2015
357,Mg3P2O8Eu0.04Mn0.15,Mg3P2O8,Eu2+,0.04,Mn2+,0.15,298,671,0.5,0.24,,,,378,,,,210,427,https://doi.org/10.1002/ejic.201500236,"mp-14396,mp-560623,mp-554171", icsd-261231 icsd-31005 icsd-9849 icsd-84710,European Journal of Inorganic Chemistry,2015
358,Mg3P2O8Eu0.04Mn0.24,Mg3P2O8,Eu2+,0.04,Mn2+,0.24,298,671,0.58,0.27,,,,378,,,,148,427,https://doi.org/10.1002/ejic.201500236,"mp-14396,mp-560623,mp-554171", icsd-261231 icsd-31005 icsd-9849 icsd-84710,European Journal of Inorganic Chemistry,2015
359,Li2MgTi0.9999O4Mn0.0001,Li2MgTi0.9999O4,Mn4+,0.0001,,,298,676,,,,,,476,330,476,,640000,676,https://doi.org/10.1016/j.cej.2015.12.027,,,Chemical Engineering Journal,2016
360,Li2MgTi0.9996O4Mn0.0004,Li2MgTi0.9996O4,Mn4+,0.0004,,,298,676,,,,,,476,330,476,,623000,676,https://doi.org/10.1016/j.cej.2015.12.027,,,Chemical Engineering Journal,2016
361,Li2MgTi0.9993O4Mn0.0007,Li2MgTi0.9993O4,Mn4+,0.0007,,,298,676,,,,,,476,330,476,,603000,676,https://doi.org/10.1016/j.cej.2015.12.027,,,Chemical Engineering Journal,2016
362,Li2MgTi0.999O4Mn0.001,Li2MgTi0.999O4,Mn4+,0.001,,,298,676,,,34,15,435,476,330,476,,565000,676,https://doi.org/10.1016/j.cej.2015.12.027,,,Chemical Engineering Journal,2016
363,Li2MgTi0.997O4Mn0.003,Li2MgTi0.997O4,Mn4+,0.003,,,298,676,,,,,,476,330,476,,556000,676,https://doi.org/10.1016/j.cej.2015.12.027,,,Chemical Engineering Journal,2016
364,Li2MgTi0.995O4Mn0.005,Li2MgTi0.995O4,Mn4+,0.005,,,298,676,,,,,,476,330,476,,502000,676,https://doi.org/10.1016/j.cej.2015.12.027,,,Chemical Engineering Journal,2016
365,Li2MgTi0.99O4Mn0.01,Li2MgTi0.99O4,Mn4+,0.01,,,298,676,,,,,,476,330,476,,310000,676,https://doi.org/10.1016/j.cej.2015.12.027,,,Chemical Engineering Journal,2016
366,Ba2GdNbO6Mn0.001,Ba2GdNbO6,Mn4+,0.001,,,298,676,0.709,0.291,,,,360,,,,403000,676,https://doi.org/10.1016/j.ceramint.2017.02.044,"mp-22531,mp-19996", icsd-172405 icsd-109155,Ceramics International,2017
367,Ba2GdNbO6Mn0.005,Ba2GdNbO6,Mn4+,0.005,,,298,676,0.71,0.29,,,,360,360,,,402000,676,https://doi.org/10.1016/j.ceramint.2017.02.044,"mp-22531,mp-19996", icsd-172405 icsd-109155,Ceramics International,2017
368,Ba2GdNbO6Mn0.01,Ba2GdNbO6,Mn4+,0.01,,,298,676,0.713,0.287,,,,360,,,,362000,676,https://doi.org/10.1016/j.ceramint.2017.02.044,"mp-22531,mp-19996", icsd-172405 icsd-109155,Ceramics International,2017
369,Ba2GdNbO6Mn0.015,Ba2GdNbO6,Mn4+,0.015,,,298,676,0.708,0.292,,,,360,,,,284000,676,https://doi.org/10.1016/j.ceramint.2017.02.044,"mp-22531,mp-19996", icsd-172405 icsd-109155,Ceramics International,2017
370,Ba2GdNbO6Mn0.02,Ba2GdNbO6,Mn4+,0.02,,,298,676,0.703,0.297,,,,360,,,,253000,676,https://doi.org/10.1016/j.ceramint.2017.02.044,"mp-22531,mp-19996", icsd-172405 icsd-109155,Ceramics International,2017
371,Ba2GdNbO6Mn0.025,Ba2GdNbO6,Mn4+,0.025,,,298,676,0.711,0.289,,,,360,,,,,676,https://doi.org/10.1016/j.ceramint.2017.02.044,"mp-22531,mp-19996", icsd-172405 icsd-109155,Ceramics International,2017
372,Ca2GdSb0.999O6Mn0.001,Ca2GdSb0.999O6,Mn4+,0.001,,,298,676,,,49.5,,,356,,,,506000,676,https://doi.org/10.1111/jace.16353,,,Journal of the American Ceramic Society,2019
373,Ca2GdSb0.998O6Mn0.002,Ca2GdSb0.998O6,Mn4+,0.002,,,298,676,,,46.3,,,356,,,,499000,676,https://doi.org/10.1111/jace.16353,,,Journal of the American Ceramic Society,2019
374,Ca2GdSb0.996O6Mn0.004,Ca2GdSb0.996O6,Mn4+,0.004,,,298,676,,,41.9,,,356,,,,475000,676,https://doi.org/10.1111/jace.16353,,,Journal of the American Ceramic Society,2019
375,Ca2GdSb0.994O6Mn0.006,Ca2GdSb0.994O6,Mn4+,0.006,,,298,676,0.726,0.274,38.9,29.6,370,356,356,500,,461000,676,https://doi.org/10.1111/jace.16353,,,Journal of the American Ceramic Society,2019
376,Ca2GdSb0.992O6Mn0.008,Ca2GdSb0.992O6,Mn4+,0.008,,,298,676,,,29.4,,,356,,,,424000,676,https://doi.org/10.1111/jace.16353,,,Journal of the American Ceramic Society,2019
377,Ca2GdSb0.99O6Mn0.01,Ca2GdSb0.99O6,Mn4+,0.01,,,298,676,,,23.3,,,356,,,,396000,676,https://doi.org/10.1111/jace.16353,,,Journal of the American Ceramic Society,2019
378,Ca2GdSb0.988O6Mn0.012,Ca2GdSb0.988O6,Mn4+,0.012,,,298,676,,,19.5,,,356,,,,377000,676,https://doi.org/10.1111/jace.16353,,,Journal of the American Ceramic Society,2019
379,Ca2GdTaO6Mn0.002,Ca2GdTaO6,Mn4+,0.002,,,298,676,,,,,,355,,,,446000,676,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,Journal of Luminescence,2019
380,Ca2GdTaO6Mn0.004,Ca2GdTaO6,Mn4+,0.004,,,298,676,0.729,0.271,33,,,355,355,500,,438000,676,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,Journal of Luminescence,2019
381,Ca2GdTaO6Mg0.004Mn0.004,Ca2GdTaO6Mg0.004,Mn4+,0.004,,,298,676,0.729,0.271,45,,,375,,,,456000,676,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,Journal of Luminescence,2019
382,Ca2GdTaO6Li0.004Mn0.004,Ca2GdTaO6Li0.004,Mn4+,0.004,,,298,676,0.729,0.271,,,,390,,,,452000,676,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,Journal of Luminescence,2019
383,Ca2GdTaO6Na0.004Mn0.004,Ca2GdTaO6Na0.004,Mn4+,0.004,,,298,676,0.729,0.271,,,,405,,,,448000,676,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,Journal of Luminescence,2019
384,Ca2GdTaO6K0.004Mn0.004,Ca2GdTaO6K0.004,Mn4+,0.004,,,298,676,0.729,0.271,,,,420,,,,441000,676,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,Journal of Luminescence,2019
385,Ca2GdTaO6Mn0.006,Ca2GdTaO6,Mn4+,0.006,,,298,676,,,,,,355,,,,414000,676,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,Journal of Luminescence,2019
386,Ca2GdTaO6Mn0.008,Ca2GdTaO6,Mn4+,0.008,,,298,676,,,,,,355,,,,367000,676,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,Journal of Luminescence,2019
387,Ca2GdTaO6Mn0.01,Ca2GdTaO6,Mn4+,0.01,,,298,676,,,,,,355,,,,347000,676,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,Journal of Luminescence,2019
388,Ca2GdTaO6Mn0.012,Ca2GdTaO6,Mn4+,0.012,,,298,676,,,,,,355,,,,313000,676,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,Journal of Luminescence,2019
389,Ba2LaSbO6Mn0.0003,Ba2LaSbO6,Mn4+,0.0003,,,298,678,,,,,,360,360,,,141000,678,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,Journal of Luminescence,2019
390,Ba2LaSbO6Mn0.0007,Ba2LaSbO6,Mn4+,0.0007,,,298,678,,,,,,360,360,,,130000,678,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,Journal of Luminescence,2019
391,Ba2LaSbO6Mn0.001,Ba2LaSbO6,Mn4+,0.001,,,298,678,,,,,,360,360,,,105000,678,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,Journal of Luminescence,2019
392,Ba2LaSbO6Mn0.0013,Ba2LaSbO6,Mn4+,0.0013,,,298,678,,,20.2,,,360,360,,,,678,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,Journal of Luminescence,2019
393,Ba2LaSbO6Mn0.0015,Ba2LaSbO6,Mn4+,0.0015,,,298,678,,,,,,360,360,,,82000,678,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,Journal of Luminescence,2019
394,Ba2LaSbO6Mn0.002,Ba2LaSbO6,Mn4+,0.002,,,298,678,,,,,,360,360,,,71000,678,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,Journal of Luminescence,2019
395,Mg2Al4Si5O18Mn0.005,Mg2Al4Si5O18,Mn4+,0.005,,,298,680,0.706,0.294,,,,323,,,,,680,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
396,Mg2Al4Si5O18Mn0.01,Mg2Al4Si5O18,Mn4+,0.01,,,298,680,0.708,0.292,,,,323,,,,1157000,680,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
397,Mg2Al4Si5O18Mn0.015,Mg2Al4Si5O18,Mn4+,0.015,,,298,680,0.706,0.294,,,,323,,,,1088000,680,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
398,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,298,680,0.702,0.298,,,,323,328,,,1044000,680,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
399,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,300,680,,,,,,323,,,,1001000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
400,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,320,680,,,,,,323,,,,979000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
401,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,340,680,,,,,,323,,,,978000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
402,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,360,680,,,,,,323,,,,948000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
403,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,380,680,,,,,,323,,,,861000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
404,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,400,680,,,,,,323,,,,671000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
405,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,420,680,,,,,,323,,,,390000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
406,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,440,680,,,,,,323,,,,172000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
407,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,460,680,,,,,,323,,,,75000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
408,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,480,680,,,,,,323,,,,34000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
409,Mg2Al4Si5O18Mn0.02,Mg2Al4Si5O18,Mn4+,0.02,,,500,680,,,,,,323,,,,18000,,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
410,Mg2Al4Si5O18Mn0.025,Mg2Al4Si5O18,Mn4+,0.025,,,298,680,,,,,,323,,,,1003000,680,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
411,Mg2Al4Si5O18Mn0.03,Mg2Al4Si5O18,Mn4+,0.03,,,298,680,0.707,0.293,,,,323,,,,966000,680,https://doi.org/10.1016/j.dyepig.2017.08.050,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Dyes and Pigments,2018
412,Ca2YSb0.999O6Mn0.001,Ca2YSb0.999O6,Mn4+,0.001,,,298,680,,,,,,340,340,,,244000,680,https://doi.org/10.1039/C8DT00992A,,,Dalton Transactions,2018
413,Ca2YSb0.997O6Mn0.003,Ca2YSb0.997O6,Mn4+,0.003,,,298,680,,,,,,340,340,,,224000,680,https://doi.org/10.1039/C8DT00992A,,,Dalton Transactions,2018
414,Ca2YSb0.997O6Mn0.003,Ca2YSb0.997O6,Mn4+,0.003,,,298,680,,,62.6,,,365,,,,,,https://doi.org/10.1039/C8DT00992A,,,Dalton Transactions,2018
415,Ca2YSb0.997O6Mn0.003,Ca2YSb0.997O6,Mn4+,0.003,,,298,680,,,19.72,,405,470,,,,,,https://doi.org/10.1039/C8DT00992A,,,Dalton Transactions,2018
416,Ca2YSb0.995O6Mn0.005,Ca2YSb0.995O6,Mn4+,0.005,,,298,680,,,,,,340,340,,,193000,680,https://doi.org/10.1039/C8DT00992A,,,Dalton Transactions,2018
417,Ca2YSb0.99O6Mn0.01,Ca2YSb0.99O6,Mn4+,0.01,,,298,680,,,,,,340,340,,,171000,680,https://doi.org/10.1039/C8DT00992A,,,Dalton Transactions,2018
418,Ca2YSb0.985O6Mn0.015,Ca2YSb0.985O6,Mn4+,0.015,,,298,680,,,,,,340,340,,,147000,680,https://doi.org/10.1039/C8DT00992A,,,Dalton Transactions,2018
419,Ca2YSb0.98O6Mn0.02,Ca2YSb0.98O6,Mn4+,0.02,,,298,680,,,,,,340,340,,,95000,680,https://doi.org/10.1039/C8DT00992A,,,Dalton Transactions,2018
