Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
306,Ca9LaP5SiO24Cl2Eu0.15,Ca9LaP5SiO24Cl2,Eu2+,0.15,,,298,461,0.1599,0.1296,,,,345,,,,,461,https://doi.org/10.1016/j.jlumin.2018.10.036,,,Journal of Luminescence,2019
307,Ca9LaP5SiO24Cl2Eu0.2,Ca9LaP5SiO24Cl2,Eu2+,0.2,,,298,461,0.161,0.1335,,,,345,,,,,461,https://doi.org/10.1016/j.jlumin.2018.10.036,,,Journal of Luminescence,2019
308,Ca9LaP5SiO24Cl2Eu0.3,Ca9LaP5SiO24Cl2,Eu2+,0.3,,,298,461,0.1631,0.1391,,,,345,,,,,461,https://doi.org/10.1016/j.jlumin.2018.10.036,,,Journal of Luminescence,2019
309,Ca9LaP5SiO24Cl2Eu0.5,Ca9LaP5SiO24Cl2,Eu2+,0.5,,,298,461,0.1681,0.1541,,,,345,,,,,461,https://doi.org/10.1016/j.jlumin.2018.10.036,,,Journal of Luminescence,2019
310,BaLu0.99Al2Si2O2N5Ce0.01,BaLu0.99Al2Si2O2N5,Ce3+,0.01,,,298,462,0.159,0.155,32.8,22.3,567,350,275,,,,462,https://doi.org/10.1039/C9TC06932A,,,Journal of Materials Chemistry C,2020
311,KCa0.99GdP2O8Eu0.01,KCa0.99GdP2O8,Eu2+,0.01,,,298,462,0.1669,0.1823,13.2,,573,365,365,,,817,462,https://doi.org/10.1039/C3RA40471D,,,RSC Advances,2013
312,KCa0.97GdP2O8Eu0.03,KCa0.97GdP2O8,Eu2+,0.03,,,298,462,,,,,,365,365,,,758,462,https://doi.org/10.1039/C3RA40471D,,,RSC Advances,2013
313,KCa0.95GdP2O8Eu0.05,KCa0.95GdP2O8,Eu2+,0.05,,,298,462,,,,,,365,365,,,678,462,https://doi.org/10.1039/C3RA40471D,,,RSC Advances,2013
314,KCa0.93GdP2O8Eu0.07,KCa0.93GdP2O8,Eu2+,0.07,,,298,462,,,,,,365,365,,,631,462,https://doi.org/10.1039/C3RA40471D,,,RSC Advances,2013
315,KCa0.9GdP2O8Eu0.1,KCa0.9GdP2O8,Eu2+,0.1,,,298,462,,,,,,365,365,,,571,462,https://doi.org/10.1039/C3RA40471D,,,RSC Advances,2013
316,KCa0.98GdP2O8Eu0.01Mn0.01,KCa0.98GdP2O8,Eu2+,0.01,Mn2+,0.01,298,462,0.2042,0.1701,,,,365,,,,,,https://doi.org/10.1039/C3RA40471D,,,RSC Advances,2013
317,KCa0.96GdP2O8Eu0.01Mn0.03,KCa0.96GdP2O8,Eu2+,0.01,Mn2+,0.03,298,462,0.2314,0.1542,,,,365,,,,,,https://doi.org/10.1039/C3RA40471D,,,RSC Advances,2013
318,KCa0.94GdP2O8Eu0.01Mn0.05,KCa0.94GdP2O8,Eu2+,0.01,Mn2+,0.05,298,462,0.2291,0.1466,,,,365,,,,,,https://doi.org/10.1039/C3RA40471D,,,RSC Advances,2013
319,KCa0.92GdP2O8Eu0.01Mn0.07,KCa0.92GdP2O8,Eu2+,0.01,Mn2+,0.07,298,462,0.2518,0.1644,,,,365,,,,,,https://doi.org/10.1039/C3RA40471D,,,RSC Advances,2013
320,KCa0.89GdP2O8Eu0.01Mn0.1,KCa0.89GdP2O8,Eu2+,0.01,Mn2+,0.1,298,462,0.2726,0.1802,,,,365,,,,,,https://doi.org/10.1039/C3RA40471D,,,RSC Advances,2013
321,Y2Mg1.98Al2Si2O12Eu0.02,Y2Mg1.98Al2Si2O12,Eu2+,0.02,,,298,462,0.162,0.199,51,,,370,,,,,,https://doi.org/10.1021/acssuschemeng.9b01401,,,ACS Sustainable Chemistry and Engineering,2019
322,SrLu0.99Al2Si2O2N5Ce0.01,SrLu0.99Al2Si2O2N5,Ce3+,0.01,,,298,464,0.162,0.17,37.9,25.6,523,350,350,,,,464,https://doi.org/10.1039/C9TC06932A,,,Journal of Materials Chemistry C,2020
323,BaMgSi4O10Eu0.04,BaMgSi4O10,Eu2+,0.04,,,298,464,0.162,0.168,75.3,51.7,,360,,,,1580,464,https://doi.org/10.1021/acs.inorgchem.0c01803,,,Inorganic Chemistry,2020
324,BaMgSi4O10Eu0.04Mn0.02,BaMgSi4O10,Eu2+,0.04,Mn2+,0.02,298,464,,,62,42,,360,,,,1480,464,https://doi.org/10.1021/acs.inorgchem.0c01803,,,Inorganic Chemistry,2020
325,BaMgSi4O10Eu0.04Mn0.04,BaMgSi4O10,Eu2+,0.04,Mn2+,0.04,298,464,,,69,47.5,,360,,,,1390,464,https://doi.org/10.1021/acs.inorgchem.0c01803,,,Inorganic Chemistry,2020
326,Y2Mg1.99Al2Si2O12Eu0.01,Y2Mg1.99Al2Si2O12,Eu2+,0.01,,,298,464,0.178,0.206,,,,365,275,,,668,464,https://doi.org/10.1021/acs.inorgchem.1c00317,,,Inorganic Chemistry,2021
327,Ba2.97LaNaP3O12FEu0.01,Ba2.97LaNaP3O12F,Eu2+,0.01,,,298,465,0.133,0.121,,,,355,400,,,,465,https://doi.org/10.1021/ic401033u,,,Inorganic Chemistry,2013
328,Ca8.037Sr0.9YP7O28Eu0.007,Ca8.037Sr0.9YP7O28,Eu2+,0.007,,,298,465,0.191,0.21,,,,380,,,,,,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
329,Y1.999Mg1.99Al2Si2O12Eu0.01Ce0.001,Y1.999Mg1.99Al2Si2O12,Eu2+,0.01,Ce3+,0.001,298,465,0.199,0.242,,,,365,,,,646,464,https://doi.org/10.1021/acs.inorgchem.1c00317,,,Inorganic Chemistry,2021
330,La2.97BrSi2S8Ce0.03,La2.97BrSi2S8,Ce3+,0.03,,,298,466,,,34.65,,,375,375,,,,466,https://doi.org/10.1021/acsami.5b12125,mp-560523, icsd-411996,ACS Applied Materials &amp; Interfaces,2016
331,La2.85BrSi2S8Ce0.15,La2.85BrSi2S8,Ce3+,0.15,,,298,466,,,48.21,,,375,375,,,,466,https://doi.org/10.1021/acsami.5b12125,mp-560523, icsd-411996,ACS Applied Materials &amp; Interfaces,2016
332,La2.7BrSi2S8Ce0.3,La2.7BrSi2S8,Ce3+,0.3,,,298,466,,,56.94,,463,375,375,,,21.4614,466,https://doi.org/10.1021/acsami.5b12125,mp-560523, icsd-411996,ACS Applied Materials &amp; Interfaces,2016
333,La2.55BrSi2S8Ce0.45,La2.55BrSi2S8,Ce3+,0.45,,,298,466,,,53.43,,,375,375,,,,466,https://doi.org/10.1021/acsami.5b12125,mp-560523, icsd-411996,ACS Applied Materials &amp; Interfaces,2016
334,Y1.995Mg1.99Al2Si2O12Eu0.01Ce0.005,Y1.995Mg1.99Al2Si2O12,Eu2+,0.01,Ce3+,0.005,298,466,0.215,0.257,,,,365,,,,593,464,https://doi.org/10.1021/acs.inorgchem.1c00317,,,Inorganic Chemistry,2021
335,Sr3NaYP3O12FEu0.03,Sr3NaYP3O12F,Eu2+,0.03,,,298,467,0.133,0.148,37.2,,480,365,293,400,,25.87,467,https://doi.org/10.1039/C6RA20699A,,,RSC Advances,2016
336,Sr3NaYP3O12FEu0.03Mn0.03,Sr3NaYP3O12F,Eu2+,0.03,Mn2+,0.03,298,467,0.194,0.212,30.2,,,365,,,,24.03,467,https://doi.org/10.1039/C6RA20699A,,,RSC Advances,2016
337,Sr3NaYP3O12FEu0.03Mn0.06,Sr3NaYP3O12F,Eu2+,0.03,Mn2+,0.06,298,467,0.241,0.265,27.8,,,365,,,,21.42,467,https://doi.org/10.1039/C6RA20699A,,,RSC Advances,2016
338,Sr3NaYP3O12FEu0.03Mn0.09,Sr3NaYP3O12F,Eu2+,0.03,Mn2+,0.09,298,467,0.286,0.311,26.5,,,365,,,,19.86,467,https://doi.org/10.1039/C6RA20699A,,,RSC Advances,2016
339,Sr3NaYP3O12FEu0.03Mn0.12,Sr3NaYP3O12F,Eu2+,0.03,Mn2+,0.12,298,467,0.327,0.351,24.4,,570,365,,,,15.39,467,https://doi.org/10.1039/C6RA20699A,,,RSC Advances,2016
340,Sr3NaYP3O12FEu0.03Mn0.15,Sr3NaYP3O12F,Eu2+,0.03,Mn2+,0.15,298,467,0.352,0.374,18.3,,,365,,,,9.45,467,https://doi.org/10.1039/C6RA20699A,,,RSC Advances,2016
341,LiY7Si6O26Ce2,LiY7Si6O26,Ce3+,2,,,298,468,0.209,0.228,,,,305,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01656,mp-1222506,,Inorganic Chemistry,2016
342,LiY6Si6O26Ce3,LiY6Si6O26,Ce3+,3,,,298,468,0.223,0.26,,,,305,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01656,mp-1222506,,Inorganic Chemistry,2016
343,KCaYP2O8Eu0.01,KCaYP2O8,Eu2+,0.01,,,298,469,0.1853,0.2627,,,,380,367,,,460,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
344,KCaYP2O8Eu0.01Mn0.01,KCaYP2O8,Eu2+,0.01,Mn2+,0.01,298,469,0.2107,0.2796,,,,380,,,,,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
345,KCaYP2O8Eu0.01Mn0.02,KCaYP2O8,Eu2+,0.01,Mn2+,0.02,298,469,0.2399,0.3032,,,,380,,,,450,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
346,KCaYP2O8Eu0.01Mn0.04,KCaYP2O8,Eu2+,0.01,Mn2+,0.04,298,469,0.3001,0.3102,,,,380,,,,430,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
347,KCaYP2O8Eu0.01Mn0.05,KCaYP2O8,Eu2+,0.01,Mn2+,0.05,298,469,0.335,0.3203,,,673,380,,,,390,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
348,KCaYP2O8Eu0.01,KCaYP2O8,Eu2+,0.01,,,298,469,0.1853,0.2627,35.8,21.4,,380,380,,,460,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
349,KCaYP2O8Eu0.01Mn0.01,KCaYP2O8,Eu2+,0.01,Mn2+,0.01,298,469,0.2107,0.2796,,,,380,380,,,,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
350,KCaYP2O8Eu0.01Mn0.02,KCaYP2O8,Eu2+,0.01,Mn2+,0.02,298,469,0.2399,0.3032,,,,380,380,,,450,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
351,KCaYP2O8Eu0.01Mn0.04,KCaYP2O8,Eu2+,0.01,Mn2+,0.04,298,469,0.3001,0.3102,,,,380,380,,,430,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
352,KCaYP2O8Eu0.01Mn0.05,KCaYP2O8,Eu2+,0.01,Mn2+,0.05,298,469,0.335,0.3203,,,603,380,380,,,390,469,https://doi.org/10.1021/ic3007102,,,Inorganic Chemistry,2012
353,Y2Mg1.97Al2Si2O12Eu0.03,Y2Mg1.97Al2Si2O12,Eu2+,0.03,,,298,469,0.167,0.228,65,,580,370,,,,,,https://doi.org/10.1021/acssuschemeng.9b01401,,,ACS Sustainable Chemistry and Engineering,2019
354,Mg1.96Al4Si5O18Eu0.02,Mg1.96Al4Si5O18,Eu2+,0.02,,,298,469,0.17,0.17,,,448,365,,,,643.84,469,https://doi.org/10.1021/ic501057r,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Inorganic Chemistry,2014
355,Mg1.92Al4Si5O18Eu0.02Mn0.02,Mg1.92Al4Si5O18,Eu2+,0.02,Mn2+,0.02,298,469,0.22,0.29,,,,365,,,,389.34,469,https://doi.org/10.1021/ic501057r,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Inorganic Chemistry,2014
356,Mg1.88Al4Si5O18Eu0.02Mn0.04,Mg1.88Al4Si5O18,Eu2+,0.02,Mn2+,0.04,298,469,0.25,0.33,,,438,365,,,,268.49,469,https://doi.org/10.1021/ic501057r,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Inorganic Chemistry,2014
357,Mg1.84Al4Si5O18Eu0.02Mn0.06,Mg1.84Al4Si5O18,Eu2+,0.02,Mn2+,0.06,298,469,,,,,,365,,,,137.89,469,https://doi.org/10.1021/ic501057r,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Inorganic Chemistry,2014
358,Mg1.8Al4Si5O18Eu0.02Mn0.08,Mg1.8Al4Si5O18,Eu2+,0.02,Mn2+,0.08,298,469,0.28,0.33,,,,365,,,,72.05,469,https://doi.org/10.1021/ic501057r,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Inorganic Chemistry,2014
359,Mg1.76Al4Si5O18Eu0.02Mn0.1,Mg1.76Al4Si5O18,Eu2+,0.02,Mn2+,0.1,298,469,0.31,0.33,,,,365,,,,60.36,469,https://doi.org/10.1021/ic501057r,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Inorganic Chemistry,2014
360,Mg1.72Al4Si5O18Eu0.02Mn0.12,Mg1.72Al4Si5O18,Eu2+,0.02,Mn2+,0.12,298,469,,,,,,365,,,,44.39,469,https://doi.org/10.1021/ic501057r,"mp-6174,mp-684265", icsd-158750 icsd-165866 icsd-190522 icsd-190521 icsd-86347 icsd-261438 icsd-158748 icsd-158747 icsd-156362 icsd-190520 icsd-158749 icsd-86346 icsd-158751 icsd-190523 icsd-261437 icsd-158752,Inorganic Chemistry,2014
361,Mg1.25Si1.25Al2.5O3N3Ce0.03,Mg1.25Si1.25Al2.5O3N3,Ce3+,0.03,,,298,470,0.2408,0.3021,,,376,335,335,,,38.99,470,https://doi.org/10.1039/C8TC05330H,,,Journal of Materials Chemistry C,2019
362,LiBa0.99PO4Eu0.01,LiBa0.99PO4,Eu2+,0.01,,,298,470,0.1397,0.1857,,,,350,350,,,1200,470,https://doi.org/10.1063/1.3673331,,,Journal of Applied Physics,2012
363,LiBa0.97PO4Eu0.03,LiBa0.97PO4,Eu2+,0.03,,,298,470,0.1401,0.1903,,,,350,350,,,990,470,https://doi.org/10.1063/1.3673331,,,Journal of Applied Physics,2012
364,LiBa0.95PO4Eu0.05,LiBa0.95PO4,Eu2+,0.05,,,298,470,0.1403,0.1976,,,433,350,350,,,980,470,https://doi.org/10.1063/1.3673331,,,Journal of Applied Physics,2012
365,LiBa0.93PO4Eu0.07,LiBa0.93PO4,Eu2+,0.07,,,298,470,0.1409,0.2023,,,,350,350,,,900,470,https://doi.org/10.1063/1.3673331,,,Journal of Applied Physics,2012
366,LiBa0.91PO4Eu0.09,LiBa0.91PO4,Eu2+,0.09,,,298,470,0.1411,0.2059,,,,350,350,,,730,470,https://doi.org/10.1063/1.3673331,,,Journal of Applied Physics,2012
367,Ca2SrAl2O6Li0.01Ce0.01,Ca2SrAl2O6Li0.01,Ce3+,0.01,,,298,470,0.229,0.318,33.6,,,355,355,290,,44.8,470,https://doi.org/10.1039/C3DT52832D,,,Dalton Transactions,2014
368,Y2Mg1.96Al2Si2O12Eu0.04,Y2Mg1.96Al2Si2O12,Eu2+,0.04,,,298,470,0.173,0.255,45,,,370,,,,,,https://doi.org/10.1021/acssuschemeng.9b01401,,,ACS Sustainable Chemistry and Engineering,2019
369,RbNa3Li12Si4O16Eu0.03,RbNa3Li12Si4O16,Eu2+,0.03,,,298,471,,,53,13,,400,375,,,740,471,https://doi.org/10.1002/ange.201807087,mp-17240, icsd-74865,Angewandte Chemie - International Edition,2018
370,K0.4Na0.6Sr0.985Eu0.005Tb0.01,K0.4Na0.6Sr0.985,Eu2+,0.005,Tb3+,0.01,298,472,0.204,0.415,,,,365,,,,,472,https://doi.org/10.1039/C3TC30128A,,,Journal of Materials Chemistry C,2013
371,K0.4Na0.6Sr0.965Eu0.005Tb0.03,K0.4Na0.6Sr0.965,Eu2+,0.005,Tb3+,0.03,298,472,0.212,0.42,,,,365,,,,720,472,https://doi.org/10.1039/C3TC30128A,,,Journal of Materials Chemistry C,2013
372,K0.4Na0.6Sr0.945Eu0.005Tb0.05,K0.4Na0.6Sr0.945,Eu2+,0.005,Tb3+,0.05,298,472,0.22,0.425,,,,365,,,,690,472,https://doi.org/10.1039/C3TC30128A,,,Journal of Materials Chemistry C,2013
373,KNaCa2P2O8Eu0.008,KNaCa2P2O8,Eu2+,0.008,,,298,472,0.1509,0.2389,57,,,365,365,,,960,472,https://doi.org/10.1021/ic402305x,,,Inorganic Chemistry,2013
374,KNaCa2P2O8Eu0.008Mn0.05,KNaCa2P2O8,Eu2+,0.008,Mn2+,0.05,298,472,0.305,0.305,27,,,365,365,,,510,472,https://doi.org/10.1021/ic402305x,,,Inorganic Chemistry,2013
375,KNaCa2P2O8Eu0.008Mn0.07,KNaCa2P2O8,Eu2+,0.008,Mn2+,0.07,298,472,0.3452,0.3266,,,,365,365,,,,472,https://doi.org/10.1021/ic402305x,,,Inorganic Chemistry,2013
376,Ca8.487Sr0.45YP7O28Eu0.007,Ca8.487Sr0.45YP7O28,Eu2+,0.007,,,298,472,0.186,0.25,,,,380,,,,,,https://doi.org/10.1039/C1JM11018G,,,Journal of Materials Chemistry,2011
377,Y2Mg1.95Al2Si2O12Eu0.05,Y2Mg1.95Al2Si2O12,Eu2+,0.05,,,298,472,0.18,0.282,38,,,370,,,,,,https://doi.org/10.1021/acssuschemeng.9b01401,,,ACS Sustainable Chemistry and Engineering,2019
378,GdF3Dy0.02,GdF3,Dy3+,0.02,,,298,475,0.246,0.283,,,,272,272,348,362,,475,https://doi.org/10.1039/C6CP03989H,mp-972965,,Physical Chemistry Chemical Physics,2016
379,GdF3Dy0.02,GdF3,Dy3+,0.02,,,298,475,0.257,0.276,,,,386,,,,,,https://doi.org/10.1039/C6CP03989H,mp-972965,,Physical Chemistry Chemical Physics,2016
380,GdF3Dy0.02Tb0.01,GdF3,Dy3+,0.02,Tb3+,0.01,298,475,0.265,0.314,,,,386,,,,,,https://doi.org/10.1039/C6CP03989H,mp-972965,,Physical Chemistry Chemical Physics,2016
381,GdF3Dy0.02Tb0.02,GdF3,Dy3+,0.02,Tb3+,0.02,298,475,0.253,0.278,,,,386,,,,,,https://doi.org/10.1039/C6CP03989H,mp-972965,,Physical Chemistry Chemical Physics,2016
382,GdF3Tb0.02Dy0.01,GdF3,Tb3+,0.02,Dy3+,0.01,298,475,0.268,0.335,,,,386,,,,,,https://doi.org/10.1039/C6CP03989H,mp-972965,,Physical Chemistry Chemical Physics,2016
383,GdF3Tb0.02Dy0.02,GdF3,Tb3+,0.02,Dy3+,0.02,298,475,0.271,0.347,,,,386,,,,,,https://doi.org/10.1039/C6CP03989H,mp-972965,,Physical Chemistry Chemical Physics,2016
384,GdF3Tb0.02Dy0.03,GdF3,Tb3+,0.02,Dy3+,0.03,298,475,0.271,0.347,,,,386,,,,,,https://doi.org/10.1039/C6CP03989H,mp-972965,,Physical Chemistry Chemical Physics,2016
385,GdF3Tb0.02Dy0.06,GdF3,Tb3+,0.02,Dy3+,0.06,298,475,0.261,0.319,,,,386,,,,,,https://doi.org/10.1039/C6CP03989H,mp-972965,,Physical Chemistry Chemical Physics,2016
386,Y1.99Mg1.99Al2Si2O12Eu0.01Ce0.01,Y1.99Mg1.99Al2Si2O12,Eu2+,0.01,Ce3+,0.01,298,476,0.246,0.299,,,,365,,,,521,464,https://doi.org/10.1021/acs.inorgchem.1c00317,,,Inorganic Chemistry,2021
387,Ba3YAl2O7.5Ce0.03,Ba3YAl2O7.5,Ce3+,0.03,,,298,478,,,,,,330,325,,,8.19,400,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,Chemical Engineering Journal,2017
388,Ba3YAl2O7.5Ce0.03,Ba3YAl2O7.5,Ce3+,0.03,,,298,478,,,,,,330,368,,,35.23,480,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,Chemical Engineering Journal,2017
389,Ba3YAl2O7.5Ce0.03,Ba3YAl2O7.5,Ce3+,0.03,,,298,478,,,,,,330,368,,,33.24,520,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,Chemical Engineering Journal,2017
390,Ba3YAl2O7.5Ce0.03,Ba3YAl2O7.5,Ce3+,0.03,,,298,478,0.1852,0.3139,,,423,375,368,,,35.11,480,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,Chemical Engineering Journal,2017
391,Ba3Y0.9Lu0.1Al2O7.5Ce0.03,Ba3Y0.9Lu0.1Al2O7.5,Ce3+,0.03,,,298,478,0.193,0.336,,,,375,373,,,31.56,480,https://doi.org/10.1016/j.cej.2017.01.044,mp-1214519,,Chemical Engineering Journal,2017
392,NaGdF4Dy0.03,NaGdF4,Dy3+,0.03,,,298,478,0.234,0.281,,,,273,273,350,,1114000,478,https://doi.org/10.1039/C4NJ00688G,mp-1221034,,New Journal of Chemistry,2014
393,Ca2YHf2Ga3O12Ce0.01,Ca2YHf2Ga3O12,Ce3+,0.01,,,298,479,0.184,0.274,26,,,398,346,398,,,479,https://doi.org/10.1016/j.jlumin.2020.117544,,,Journal of Luminescence,2020
394,Ca2YHf2Ga3O12Ce0.02,Ca2YHf2Ga3O12,Ce3+,0.02,,,298,479,0.18,0.267,20,,,398,346,398,,,479,https://doi.org/10.1016/j.jlumin.2020.117544,,,Journal of Luminescence,2020
395,Ca2YHf2Ga3O12Ce0.04,Ca2YHf2Ga3O12,Ce3+,0.04,,,298,479,0.182,0.276,13,,,398,398,346,,,479,https://doi.org/10.1016/j.jlumin.2020.117544,,,Journal of Luminescence,2020
396,Li2Sr0.99SiO4Dy0.01,Li2Sr0.99SiO4,Dy3+,0.01,,,298,479,0.246,0.29,,,,349,349,364,386,,479,https://doi.org/10.1002/bio.2692,mp-1191141, icsd-167334,Luminescence,2014
397,Li2Sr0.98SiO4Dy0.02,Li2Sr0.98SiO4,Dy3+,0.02,,,298,479,0.244,0.286,,,,349,349,364,386,,479,https://doi.org/10.1002/bio.2692,mp-1191141, icsd-167334,Luminescence,2014
398,Li2Sr0.97SiO4Dy0.03,Li2Sr0.97SiO4,Dy3+,0.03,,,298,479,0.246,0.288,,,,349,349,364,386,,479,https://doi.org/10.1002/bio.2692,mp-1191141, icsd-167334,Luminescence,2014
399,Li2Sr0.95SiO4Dy0.05,Li2Sr0.95SiO4,Dy3+,0.05,,,298,479,0.245,0.281,,,,349,349,364,386,,479,https://doi.org/10.1002/bio.2692,mp-1191141, icsd-167334,Luminescence,2014
400,Li2Sr0.93SiO4Dy0.07,Li2Sr0.93SiO4,Dy3+,0.07,,,298,479,0.262,0.309,,,,349,349,364,386,,479,https://doi.org/10.1002/bio.2692,mp-1191141, icsd-167334,Luminescence,2014
401,Li2Sr0.98SiO4Dy0.02,Li2Sr0.98SiO4,Dy3+,0.02,,,298,479,0.271,0.322,,,,393,,,,,479,https://doi.org/10.1002/bio.2692,mp-1191141, icsd-167334,Luminescence,2014
402,Y2Mg1.94Al2Si2O12Eu0.06,Y2Mg1.94Al2Si2O12,Eu2+,0.06,,,298,479,0.186,0.301,34,,,370,,,,,,https://doi.org/10.1021/acssuschemeng.9b01401,,,ACS Sustainable Chemistry and Engineering,2019
403,K0.6Na0.4Sr0.995Eu0.005,K0.6Na0.4Sr0.995,Eu2+,0.005,,,298,480,0.175,0.314,,,,365,,,,1060,440,https://doi.org/10.1039/C3TC30128A,,,Journal of Materials Chemistry C,2013
404,K0.5Na0.5Sr0.995Eu0.005,K0.5Na0.5Sr0.995,Eu2+,0.005,,,298,480,,,,,,365,,,,910,444,https://doi.org/10.1039/C3TC30128A,,,Journal of Materials Chemistry C,2013
405,K0.4Na0.6Sr0.995Eu0.005,K0.4Na0.6Sr0.995,Eu2+,0.005,,,298,480,0.202,0.406,50.6,,,365,375,,,870,452,https://doi.org/10.1039/C3TC30128A,,,Journal of Materials Chemistry C,2013
406,K0.2Na0.8Sr0.995Eu0.005,K0.2Na0.8Sr0.995,Eu2+,0.005,,,298,480,,,,,,365,,,,870,452,https://doi.org/10.1039/C3TC30128A,,,Journal of Materials Chemistry C,2013
407,Ca2YHf2Ga3O12Ce0.07,Ca2YHf2Ga3O12,Ce3+,0.07,,,298,480,0.195,0.306,7,,,398,346,398,,,479,https://doi.org/10.1016/j.jlumin.2020.117544,,,Journal of Luminescence,2020
408,MgY3.8Si3O13Ce0.2,MgY3.8Si3O13,Ce3+,0.2,,,298,480,0.21,0.24,37,,,330,,,,,480,https://doi.org/10.1111/j.1551-2916.2010.03626.x,,,Journal of the American Ceramic Society,2010
409,K1.08Sr3.92B3O9Dy0.005Eu0.015,K1.08Sr3.92B3O9,Dy3+,0.005,Eu3+,0.015,298,480,0.334,0.351,42,,,389,,,,572800,480,https://doi.org/10.1016/j.jlumin.2016.01.010,mp-554346, icsd-423814 icsd-425548 icsd-171423,Journal of Luminescence,2016
410,K1.12Sr3.88B3O9Dy0.005Eu0.025,K1.12Sr3.88B3O9,Dy3+,0.005,Eu3+,0.025,298,480,0.365,0.353,,,,389,,,,545000,480,https://doi.org/10.1016/j.jlumin.2016.01.010,mp-554346, icsd-423814 icsd-425548 icsd-171423,Journal of Luminescence,2016
411,K1.16Sr3.84B3O9Dy0.005Eu0.035,K1.16Sr3.84B3O9,Dy3+,0.005,Eu3+,0.035,298,480,0.4,0.354,,,,389,,,,525900,480,https://doi.org/10.1016/j.jlumin.2016.01.010,mp-554346, icsd-423814 icsd-425548 icsd-171423,Journal of Luminescence,2016
412,Na2Ca3.96Mg2Si4O15Eu0.01,Na2Ca3.96Mg2Si4O15,Eu2+,0.01,,,298,480,0.168,0.304,,,,330,330,,,582,480,https://doi.org/10.1039/C3RA46474A,,,RSC Advances,2014
413,Na2Ca3.96Mg1.98Si4O15Eu0.01Mn0.01,Na2Ca3.96Mg1.98Si4O15,Eu2+,0.01,Mn2+,0.01,298,480,,,,,,330,330,,,384,480,https://doi.org/10.1039/C3RA46474A,,,RSC Advances,2014
414,Na2Ca3.96Mg1.96Si4O15Eu0.01Mn0.02,Na2Ca3.96Mg1.96Si4O15,Eu2+,0.01,Mn2+,0.02,298,480,,,,,,330,330,,,380,480,https://doi.org/10.1039/C3RA46474A,,,RSC Advances,2014
415,Na2Ca3.96Mg1.94Si4O15Eu0.01Mn0.03,Na2Ca3.96Mg1.94Si4O15,Eu2+,0.01,Mn2+,0.03,298,480,,,,,,330,330,,,363,480,https://doi.org/10.1039/C3RA46474A,,,RSC Advances,2014
